source,output,grade,source_grade,side,split,method,score,inner_method,inner_score,x,y,width,height
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528678_6111.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528678_6111.jpg,9,9,back,train,edges_ratio,0.434362,,,131,468,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528682_6113.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528682_6113.jpg,9,9,back,train,saturation_ratio,0.524199,,,102,426,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528724_6131.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528724_6131.jpg,9,9,back,val,edges_ratio,0.544321,,,99,389,769,1076
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528726_6133.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528726_6133.jpg,9,9,back,train,saturation_ratio,0.567207,,,78,402,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528781_6157.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528781_6157.jpg,9,9,back,test,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528820_6189.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528820_6189.jpg,9,9,back,train,edges_ratio,0.481154,,,126,431,722,1011
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528827_6193.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528827_6193.jpg,9,9,back,train,edges_ratio,0.432137,,,138,478,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528830_6197.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528830_6197.jpg,9,9,back,val,edges_ratio,0.598403,,,62,365,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528833_6199.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528833_6199.jpg,9,9,back,train,edges_ratio,0.605747,,,65,361,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528834_6201.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528834_6201.jpg,9,9,back,test,edges_ratio,0.602239,,,65,361,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528837_6203.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528837_6203.jpg,9,9,back,train,edges_ratio,0.586227,,,75,361,743,1040
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528841_6205.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528841_6205.jpg,9,9,back,train,edges_ratio,0.598854,,,66,357,751,1051
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528844_6207.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528844_6207.jpg,9,9,back,train,edges_ratio,0.602352,,,68,357,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528845_6209.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528845_6209.jpg,9,9,back,train,edges_ratio,0.493427,,,94,403,682,955
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528853_6213.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528853_6213.jpg,9,9,back,train,edges_ratio,0.406837,,,143,467,664,930
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528862_6215.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528862_6215.jpg,9,9,back,train,edges_ratio,0.566848,,,61,433,785,1099
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528883_6225.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528883_6225.jpg,9,9,back,train,edges_ratio,0.434044,,,134,475,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528884_6227.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528884_6227.jpg,9,9,back,train,edges_ratio,0.458092,,,140,430,705,987
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528921_6247.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528921_6247.jpg,9,9,back,train,edges_ratio,0.589294,,,72,422,799,1119
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528922_6249.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528922_6249.jpg,9,9,back,val,edges_ratio,0.435339,,,129,468,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528924_6251.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528924_6251.jpg,9,9,back,train,edges_ratio,0.594230,,,87,360,747,1046
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528926_6253.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528926_6253.jpg,9,9,back,train,edges_ratio,0.510242,,,108,428,743,1040
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528928_6255.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528928_6255.jpg,9,9,back,train,edges_ratio,0.505288,,,107,434,739,1035
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528928_6257.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528928_6257.jpg,9,9,back,val,edges_ratio,0.614824,,,70,356,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528929_6259.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528929_6259.jpg,9,9,back,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528930_6261.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528930_6261.jpg,9,9,back,val,edges_ratio,0.600248,,,60,360,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528933_6265.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528933_6265.jpg,9,9,back,train,edges_ratio,0.603520,,,65,357,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528934_6267.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528934_6267.jpg,9,9,back,test,edges_ratio,0.487921,,,62,364,681,953
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528936_6275.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528936_6275.jpg,9,9,back,train,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528937_6277.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528937_6277.jpg,9,9,back,train,edges_ratio,0.573238,,,93,400,788,1103
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528940_6291.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528940_6291.jpg,9,9,back,train,edges_ratio,0.512315,,,98,426,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528942_6299.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528942_6299.jpg,9,9,back,train,edges_ratio,0.603875,,,70,362,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528942_6303.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528942_6303.jpg,9,9,back,train,edges_ratio,0.618228,,,57,356,761,1066
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528943_6305.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528943_6305.jpg,9,9,back,val,edges_ratio,0.595889,,,48,418,805,1127
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528947_6319.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528947_6319.jpg,9,9,back,train,edges_ratio,0.437182,,,52,197,289,405
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528948_6323.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528948_6323.jpg,9,9,back,train,edges_ratio,0.512355,,,100,434,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528960_6337.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528960_6337.jpg,9,9,back,train,edges_ratio,0.511222,,,137,468,747,1046
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528962_6345.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528962_6345.jpg,9,9,back,train,edges_ratio,0.606467,,,60,357,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528963_6347.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528963_6347.jpg,9,9,back,train,edges_ratio,0.455616,,,64,408,707,990
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528963_6349.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528963_6349.jpg,9,9,back,test,edges_ratio,0.412623,,,133,592,669,937
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528964_6351.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528964_6351.jpg,9,9,back,train,edges_ratio,0.433060,,,120,472,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528965_6353.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528965_6353.jpg,9,9,back,test,edges_ratio,0.430992,,,127,476,684,957
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528966_6357.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528966_6357.jpg,9,9,back,train,edges_ratio,0.589748,,,47,435,801,1122
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528966_6361.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528966_6361.jpg,9,9,back,val,edges_ratio,0.494103,,,105,414,682,955
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528967_6365.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528967_6365.jpg,9,9,back,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528969_6371.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528969_6371.jpg,9,9,back,train,fallback,0.000000,,,89,400,709,992
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528969_6373.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528969_6373.jpg,9,9,back,val,edges_ratio,0.603632,,,67,361,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528970_6377.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528970_6377.jpg,9,9,back,train,edges_ratio,0.601901,,,62,360,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528970_6379.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528970_6379.jpg,9,9,back,train,edges_ratio,0.602239,,,65,357,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528971_6381.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528971_6381.jpg,9,9,back,val,edges_ratio,0.493406,,,55,413,735,1029
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528972_6387.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528972_6387.jpg,9,9,back,train,edges_ratio,0.410091,,,142,469,666,932
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528973_6391.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528973_6391.jpg,9,9,back,test,edges_ratio,0.430386,,,144,467,683,956
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528973_6393.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528973_6393.jpg,9,9,back,train,edges_ratio,0.565676,,,87,394,782,1095
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528974_6397.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528974_6397.jpg,9,9,back,val,edges_ratio,0.611994,,,67,357,757,1060
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528977_6413.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528977_6413.jpg,9,9,back,train,edges_ratio,0.583949,,,97,429,796,1114
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528978_6415.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528978_6415.jpg,9,9,back,train,edges_ratio,0.604437,,,75,364,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528978_6417.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528978_6417.jpg,9,9,back,test,edges_ratio,0.525336,,,44,387,757,1060
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528979_6421.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528979_6421.jpg,9,9,back,train,saturation_ratio,0.473859,,,119,439,716,1002
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528979_6423.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528979_6423.jpg,9,9,back,train,edges_ratio,0.523587,,,96,426,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528980_6425.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528980_6425.jpg,9,9,back,test,edges_ratio,0.549274,,,62,499,772,1081
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528980_6427.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528980_6427.jpg,9,9,back,train,edges_ratio,0.439117,,,86,412,692,969
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528981_6429.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528981_6429.jpg,9,9,back,train,edges_ratio,0.460184,,,168,412,709,993
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528981_6431.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528981_6431.jpg,9,9,back,train,edges_ratio,0.519388,,,97,430,749,1049
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528981_6433.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528981_6433.jpg,9,9,back,test,edges_ratio,0.570155,,,76,405,785,1099
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528982_6435.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528982_6435.jpg,9,9,back,train,edges_ratio,0.503333,,,111,428,738,1033
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528982_6437.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778528982_6437.jpg,9,9,back,test,edges_ratio,0.445023,,,146,473,695,973
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528982_6439.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528982_6439.jpg,9,9,back,train,edges_ratio,0.500006,,,116,429,736,1030
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528982_6441.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528982_6441.jpg,9,9,back,val,edges_ratio,0.595208,,,74,365,750,1050
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528987_6459.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528987_6459.jpg,9,9,back,train,saturation_ratio,0.574887,,,65,412,786,1100
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528988_6463.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528988_6463.jpg,9,9,back,train,edges_ratio,0.601834,,,69,367,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528989_6473.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528989_6473.jpg,9,9,back,train,edges_ratio,0.434044,,,143,476,687,962
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528990_6477.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528990_6477.jpg,9,9,back,train,saturation_ratio,0.554404,,,104,388,774,1084
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528992_6489.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528992_6489.jpg,9,9,back,train,edges_ratio,0.567636,,,97,434,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528997_6507.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778528997_6507.jpg,9,9,back,train,edges_ratio,0.527837,,,143,481,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778528997_6509.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778528997_6509.jpg,9,9,back,val,saturation_ratio,0.532070,,,83,510,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529002_6531.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529002_6531.jpg,9,9,back,train,edges_ratio,0.433166,,,121,471,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529005_6543.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529005_6543.jpg,9,9,back,train,edges_ratio,0.610615,,,70,365,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529006_6547.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529006_6547.jpg,9,9,back,train,edges_ratio,0.603309,,,72,359,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529008_6555.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529008_6555.jpg,9,9,back,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529009_6565.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529009_6565.jpg,9,9,back,train,saturation_ratio,0.523349,,,80,450,750,1050
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529016_6593.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529016_6593.jpg,9,9,back,train,edges_ratio,0.534564,,,96,396,708,991
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529017_6597.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529017_6597.jpg,9,9,back,train,saturation_ratio,0.564977,,,81,412,779,1090
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529018_6599.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529018_6599.jpg,9,9,back,train,edges_ratio,0.434733,,,121,468,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529018_6601.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529018_6601.jpg,9,9,back,train,edges_ratio,0.607531,,,61,361,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529020_6609.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529020_6609.jpg,9,9,back,train,edges_ratio,0.603638,,,42,393,809,1133
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529025_6615.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778529025_6615.jpg,9,9,back,val,saturation_ratio,0.543930,,,81,417,766,1072
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529033_6631.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529033_6631.jpg,9,9,back,train,fallback,0.000000,,,93,434,746,1044
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529034_6637.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529034_6637.jpg,9,9,back,train,edges_ratio,0.434839,,,122,464,686,960
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529035_6639.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529035_6639.jpg,9,9,back,train,edges_ratio,0.510550,,,96,434,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529036_6645.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529036_6645.jpg,9,9,back,train,edges_ratio,0.432000,,,197,474,689,965
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529037_6647.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529037_6647.jpg,9,9,back,train,edges_ratio,0.609703,,,63,364,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529038_6651.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529038_6651.jpg,9,9,back,train,edges_ratio,0.500222,,,98,431,736,1030
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529041_6655.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529041_6655.jpg,9,9,back,train,edges_ratio,0.599462,,,69,358,751,1052
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529057_6683.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778529057_6683.jpg,9,9,back,val,edges_ratio,0.504689,,,91,401,684,958
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529058_6685.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529058_6685.jpg,9,9,back,train,edges_ratio,0.434179,,,125,483,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529059_6689.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778529059_6689.jpg,9,9,back,val,edges_ratio,0.413586,,,146,472,670,938
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529059_6691.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778529059_6691.jpg,9,9,back,val,edges_ratio,0.475225,,,104,432,717,1004
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529066_6715.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529066_6715.jpg,9,9,back,train,edges_ratio,0.609051,,,65,365,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529066_6719.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529066_6719.jpg,9,9,back,train,saturation_ratio,0.473068,,,102,457,713,998
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529067_6723.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529067_6723.jpg,9,9,back,train,edges_ratio,0.615237,,,55,363,758,1061
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529069_6729.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529069_6729.jpg,9,9,back,train,edges_ratio,0.606091,,,61,363,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529069_6731.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529069_6731.jpg,9,9,back,train,edges_ratio,0.464272,,,94,463,710,994
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529070_6737.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778529070_6737.jpg,9,9,back,test,edges_ratio,0.579874,,,65,489,789,1105
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529071_6739.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\9\back_img_1778529071_6739.jpg,9,9,back,val,edges_ratio,0.591600,,,72,375,743,1040
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529076_6755.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529076_6755.jpg,9,9,back,train,edges_ratio,0.607871,,,64,364,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529079_6759.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529079_6759.jpg,9,9,back,train,edges_ratio,0.502968,,,90,421,738,1033
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529083_6763.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529083_6763.jpg,9,9,back,train,edges_ratio,0.514540,,,76,429,747,1046
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529086_6767.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529086_6767.jpg,9,9,back,train,edges_ratio,0.510842,,,35,390,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529089_6769.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529089_6769.jpg,9,9,back,train,fallback,0.000000,,,96,434,765,1071
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529117_6789.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\9\back_img_1778529117_6789.jpg,9,9,back,test,fallback,0.000000,,,89,399,708,991
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529136_6811.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529136_6811.jpg,9,9,back,train,edges_ratio,0.518604,,,141,415,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529139_6815.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529139_6815.jpg,9,9,back,train,saturation_ratio,0.566231,,,95,411,790,1106
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529159_6851.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529159_6851.jpg,9,9,back,train,edges_ratio,0.606544,,,65,366,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529164_6857.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529164_6857.jpg,9,9,back,train,edges_ratio,0.502228,,,108,430,738,1033
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529178_6861.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529178_6861.jpg,9,9,back,train,edges_ratio,0.433014,,,114,475,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529190_6867.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529190_6867.jpg,9,9,back,train,edges_ratio,0.610956,,,67,362,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\9\back\img_1778529232_6897.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\9\back_img_1778529232_6897.jpg,9,9,back,train,edges_ratio,0.578597,,,47,420,800,1120
